number_of_miners,mining_prod_level,beacon_1,beacon_2,beacon_3,rate_Q2,rate_Q1,rate_Q3,rate_Q4,rate_Q5,rate_voided
2,1761,speed-2-Q5|speed-3-Q5,speed-3-Q5|speed-3-Q5,speed-2-Q5|efficiency-3-Q5,120,1348.16,12,1.2,0.13,1361.49
1,1774,speed-3-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,60.02,325.58,6,0.6,0.07,332.25
1,1774,speed-1-Q5|speed-3-Q5,speed-3-Q5|speed-3-Q5,,60.01,674.16,6,0.6,0.07,680.83
2,1774,speed-3-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120.03,651.15,12,1.2,0.13,664.48
2,1774,speed-1-Q5|speed-3-Q5,speed-3-Q5|speed-3-Q5,,120.02,1348.32,12,1.2,0.13,1361.65
4,1774,speed-3-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.06,1302.3,24.01,2.4,0.27,1328.98
3,1795,speed-1-Q5|efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120.02,472.79,12,1.2,0.13,486.12
1,1803,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,60.02,325.61,6,0.6,0.07,332.28
2,1803,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,120.04,651.21,12,1.2,0.13,664.54
4,1803,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,240.09,1302.43,24.01,2.4,0.27,1329.11
1,1825,speed-2-Q5|speed-2-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,60.02,303.78,6,0.6,0.07,310.45
1,1825,speed-2-Q5|speed-3-Q5,speed-3-Q5|speed-3-Q5,speed-3-Q5|efficiency-3-Q5,60.02,766.87,6,0.6,0.07,773.54
2,1825,speed-2-Q5|speed-2-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120.03,607.57,12,1.2,0.13,620.9
4,1825,speed-2-Q5|speed-2-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.06,1215.14,24.01,2.4,0.27,1241.82
1,1881,speed-3-Q5|efficiency-3-Q5,,,60.01,303.76,6,0.6,0.07,310.43
2,1881,speed-3-Q5|efficiency-3-Q5,,,120.02,607.52,12,1.2,0.13,620.85
4,1881,speed-3-Q5|efficiency-3-Q5,,,240.05,1215.04,24,2.4,0.27,1241.71
1,1896,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,60.02,303.83,6,0.6,0.07,310.5
2,1896,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,120.05,607.66,12,1.2,0.13,620.99
4,1896,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,240.1,1215.31,24.01,2.4,0.27,1241.99
3,1897,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,120.01,472.76,12,1.2,0.13,486.09
1,1898,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,60,284.22,6,0.6,0.07,290.89
2,1898,efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,60,223.2,6,0.6,0.07,229.87
2,1898,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120,568.44,12,1.2,0.13,581.77
4,1898,efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120,446.39,12,1.2,0.13,459.72
4,1898,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.01,1136.88,24,2.4,0.27,1163.55
3,1962,speed-1-Q5|efficiency-3-Q5,,,120,472.74,12,1.2,0.13,486.07
1,2005,speed-2-Q5|speed-3-Q5,speed-3-Q5|speed-2-Q5,speed-2-Q5|speed-3-Q5,60.02,885.94,6,0.6,0.07,892.61
1,2012,speed-1-Q5|speed-1-Q5,,,60.02,266.77,6,0.6,0.07,273.44
2,2012,speed-1-Q5|speed-1-Q5,,,120.05,533.54,12,1.2,0.13,546.87
4,2012,speed-1-Q5|speed-1-Q5,,,240.09,1067.09,24.01,2.4,0.27,1093.77
1,2025,speed-2-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,,60,284.2,6,0.6,0.07,290.87
2,2025,speed-2-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,,120,568.4,12,1.2,0.13,581.73
4,2026,speed-2-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,,240.11,1137.36,24.01,2.4,0.27,1164.04
1,2105,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,60.01,284.25,6,0.6,0.07,290.92
2,2105,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120.02,568.5,12,1.2,0.13,581.83
4,2105,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.03,1136.99,24,2.4,0.27,1163.66
3,2124,speed-3-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,240.04,1400.23,24,2.4,0.27,1426.9
3,2141,efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120.05,472.91,12,1.2,0.13,486.24
3,2141,speed-1-Q5|speed-3-Q5,,,240.09,1400.55,24.01,2.4,0.27,1427.23
3,2157,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,240.01,1400.06,24,2.4,0.27,1426.73
1,2174,speed-2-Q5|speed-3-Q5,speed-3-Q5|speed-2-Q5,speed-3-Q5|speed-3-Q5,60,1044.48,6,0.6,0.07,1051.15
3,2184,speed-2-Q5|speed-2-Q5,speed-2-Q5|efficiency-3-Q5,,240.07,1302.35,24.01,2.4,0.27,1329.03
3,2188,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,240,1301.99,24,2.4,0.27,1328.66
1,2214,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,60.02,266.76,6,0.6,0.07,273.43
2,2214,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,120.04,533.52,12,1.2,0.13,546.85
3,2214,efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,60.02,200.07,6,0.6,0.07,206.74
4,2214,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,240.08,1067.04,24.01,2.4,0.27,1093.72
1,2244,speed-2-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,60.02,266.76,6,0.6,0.07,273.43
2,2244,speed-2-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120.04,533.51,12,1.2,0.13,546.84
4,2244,speed-2-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.08,1067.02,24.01,2.4,0.27,1093.7
1,2254,speed-1-Q5|speed-3-Q5,speed-2-Q5|speed-3-Q5,speed-3-Q5|speed-3-Q5,60,1044.47,6,0.6,0.07,1051.14
3,2290,speed-2-Q5|speed-2-Q5,,,240.07,1302.33,24.01,2.4,0.27,1329.01
3,2292,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,120.03,446.49,12,1.2,0.13,459.82
3,2368,speed-3-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.03,1302.12,24,2.4,0.27,1328.79
1,2369,speed-2-Q5|efficiency-3-Q5,,,60,250.8,6,0.6,0.07,257.47
2,2369,speed-2-Q5|efficiency-3-Q5,,,120,501.59,12,1.2,0.13,514.92
4,2369,speed-2-Q5|efficiency-3-Q5,,,240,1003.18,24,2.4,0.27,1029.85
3,2407,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,240.09,1302.43,24.01,2.4,0.27,1329.11
1,2433,speed-1-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,60,250.79,6,0.6,0.07,257.46
2,2433,speed-1-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120,501.59,12,1.2,0.13,514.92
4,2433,speed-1-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240,1003.17,24,2.4,0.27,1029.84
3,2436,speed-2-Q5|speed-2-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.03,1214.97,24,2.4,0.27,1241.64
1,2471,speed-1-Q5|efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,,60,250.78,6,0.6,0.07,257.45
2,2472,speed-1-Q5|efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,,120.04,501.76,12,1.2,0.13,515.09
4,2472,speed-1-Q5|efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,,240.08,1003.51,24.01,2.4,0.27,1030.19
3,2511,speed-3-Q5|efficiency-3-Q5,,,240.05,1215.04,24,2.4,0.27,1241.71
3,2530,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,240,1214.84,24,2.4,0.27,1241.51
3,2534,efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120.02,446.45,12,1.2,0.13,459.78
3,2534,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.04,1137.03,24,2.4,0.27,1163.7
3,2685,speed-1-Q5|speed-1-Q5,,,240.04,1066.82,24,2.4,0.27,1093.49
1,2697,speed-1-Q5|efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,60.01,236.4,6,0.6,0.07,243.07
2,2697,speed-1-Q5|efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120.02,472.79,12,1.2,0.13,486.12
4,2697,speed-1-Q5|efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.03,945.58,24,2.4,0.27,972.25
3,2704,speed-2-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,,240.08,1137.22,24.01,2.4,0.27,1163.9
3,2810,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.06,1137.13,24.01,2.4,0.27,1163.81
1,2850,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,60,236.38,6,0.6,0.07,243.05
2,2850,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,120.01,472.76,12,1.2,0.13,486.09
4,2850,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,240.02,945.53,24,2.4,0.27,972.2
1,2948,speed-1-Q5|efficiency-3-Q5,,,60.01,236.41,6,0.6,0.07,243.08
2,2948,speed-1-Q5|efficiency-3-Q5,,,120.02,472.82,12,1.2,0.13,486.15
4,2948,speed-1-Q5|efficiency-3-Q5,,,240.05,945.65,24,2.4,0.27,972.32
3,2954,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,240,1066.68,24,2.4,0.27,1093.35
3,2994,speed-2-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240,1066.67,24,2.4,0.27,1093.34
1,3040,speed-3-Q5|speed-3-Q5,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,120.03,978,12,1.2,0.13,991.33
1,3057,speed-2-Q5|speed-3-Q5,,,120.03,755.77,12,1.2,0.13,769.1
1,3059,speed-3-Q5|speed-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120.03,819.25,12,1.2,0.13,832.58
1,3114,speed-3-Q5|speed-3-Q5,speed-1-Q5|efficiency-3-Q5,,120.02,819.16,12,1.2,0.13,832.49
1,3114,speed-2-Q5|speed-3-Q5,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,120.03,892.54,12,1.2,0.13,905.87
1,3128,speed-3-Q5|speed-3-Q5,speed-2-Q5|efficiency-3-Q5,,120.02,892.45,12,1.2,0.13,905.78
1,3132,speed-2-Q5|speed-3-Q5,speed-2-Q5|efficiency-3-Q5,,120,755.57,12,1.2,0.13,768.9
1,3143,speed-3-Q5|speed-3-Q5,,,120,977.75,12,1.2,0.13,991.08
1,3160,speed-2-Q5|speed-3-Q5,speed-3-Q5|speed-2-Q5,speed-2-Q5|efficiency-3-Q5,120,1078.81,12,1.2,0.13,1092.14
3,3162,speed-2-Q5|efficiency-3-Q5,,,240.03,1003.29,24,2.4,0.27,1029.96
1,3175,speed-2-Q5|speed-3-Q5,speed-2-Q5|speed-2-Q5,,120.01,977.87,12,1.2,0.13,991.2
1,3190,speed-3-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,120,700.01,12,1.2,0.13,713.34
2,3190,speed-3-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,240,1400.01,24,2.4,0.27,1426.68
1,3198,speed-3-Q5|speed-3-Q5,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,120.01,977.88,12,1.2,0.13,991.21
1,3215,efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,60.01,236.38,6,0.6,0.07,243.05
1,3215,speed-1-Q5|speed-3-Q5,,,120.01,700.06,12,1.2,0.13,713.39
2,3215,efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120.01,472.77,12,1.2,0.13,486.1
2,3215,speed-1-Q5|speed-3-Q5,,,240.02,1400.12,24,2.4,0.27,1426.79
4,3215,efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.02,945.53,24,2.4,0.27,972.2
1,3230,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,120.03,755.74,12,1.2,0.13,769.07
1,3240,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,120.01,700.03,12,1.2,0.13,713.36
2,3240,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,240.01,1400.06,24,2.4,0.27,1426.73
1,3247,speed-2-Q5|speed-2-Q5,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,120,819.05,12,1.2,0.13,832.38
3,3247,speed-1-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240,1003.17,24,2.4,0.27,1029.84
1,3259,speed-3-Q5|speed-3-Q5,speed-3-Q5|efficiency-3-Q5,,120.03,1079.06,12,1.2,0.13,1092.39
1,3280,speed-2-Q5|speed-2-Q5,speed-2-Q5|efficiency-3-Q5,,120.02,651.07,12,1.2,0.13,664.4
2,3280,speed-2-Q5|speed-2-Q5,speed-2-Q5|efficiency-3-Q5,,240.03,1302.15,24,2.4,0.27,1328.82
1,3287,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,120.02,651.09,12,1.2,0.13,664.42
2,3287,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,240.04,1302.18,24,2.4,0.27,1328.85
3,3298,speed-1-Q5|efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,,240.01,1003.21,24,2.4,0.27,1029.88
1,3321,speed-3-Q5|speed-3-Q5,speed-3-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,120.03,1200.3,12,1.2,0.13,1213.63
2,3325,efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,60.01,200.04,6,0.6,0.07,206.71
4,3325,efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,120.02,400.08,12,1.2,0.13,413.41
1,3378,speed-2-Q5|speed-3-Q5,speed-3-Q5|speed-3-Q5,,120.03,1348.45,12,1.2,0.13,1361.78
1,3380,speed-2-Q5|speed-3-Q5,speed-3-Q5|speed-2-Q5,,120.02,1200.21,12,1.2,0.13,1213.54
1,3385,speed-1-Q5|speed-3-Q5,speed-3-Q5|speed-3-Q5,speed-3-Q5|efficiency-3-Q5,120,1348.15,12,1.2,0.13,1361.48
1,3439,speed-2-Q5|speed-2-Q5,,,120.02,651.07,12,1.2,0.13,664.4
2,3439,speed-2-Q5|speed-2-Q5,,,240.03,1302.14,24,2.4,0.27,1328.81
1,3442,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,60.01,223.21,6,0.6,0.07,229.88
2,3442,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,120.01,446.42,12,1.2,0.13,459.75
4,3442,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,240.02,892.84,24,2.4,0.27,919.51
1,3531,speed-2-Q5|speed-3-Q5,speed-3-Q5|speed-3-Q5,speed-2-Q5|efficiency-3-Q5,120,1348.16,12,1.2,0.13,1361.49
1,3556,speed-3-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120,650.97,12,1.2,0.13,664.3
2,3556,speed-3-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240,1301.94,24,2.4,0.27,1328.61
1,3557,speed-1-Q5|speed-3-Q5,speed-3-Q5|speed-3-Q5,,120.02,1348.32,12,1.2,0.13,1361.65
3,3599,speed-1-Q5|efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.03,945.58,24,2.4,0.27,972.25
1,3614,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,120.01,651.03,12,1.2,0.13,664.36
2,3614,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,240.02,1302.07,24,2.4,0.27,1328.74
1,3658,speed-2-Q5|speed-2-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120,607.4,12,1.2,0.13,620.73
2,3658,speed-2-Q5|speed-2-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240,1214.8,24,2.4,0.27,1241.47
1,3771,speed-3-Q5|efficiency-3-Q5,,,120.02,607.52,12,1.2,0.13,620.85
2,3771,speed-3-Q5|efficiency-3-Q5,,,240.05,1215.04,24,2.4,0.27,1241.71
1,3800,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,120.02,607.5,12,1.2,0.13,620.83
2,3800,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,240.04,1214.99,24,2.4,0.27,1241.66
3,3803,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,240.02,945.53,24,2.4,0.27,972.2
1,3805,efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,60,223.2,6,0.6,0.07,229.87
1,3805,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120,568.44,12,1.2,0.13,581.77
2,3805,efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120,446.39,12,1.2,0.13,459.72
2,3805,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.01,1136.88,24,2.4,0.27,1163.55
4,3805,efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.01,892.78,24,2.4,0.27,919.45
3,3933,speed-1-Q5|efficiency-3-Q5,,,240.01,945.49,24,2.4,0.27,972.16
1,4032,speed-1-Q5|speed-1-Q5,,,120.02,533.41,12,1.2,0.13,546.74
2,4032,speed-1-Q5|speed-1-Q5,,,240.04,1066.82,24,2.4,0.27,1093.49
1,4059,speed-2-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,,120,568.4,12,1.2,0.13,581.73
2,4060,speed-2-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,,240.05,1137.08,24.01,2.4,0.27,1163.76
1,4219,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120.02,568.5,12,1.2,0.13,581.83
2,4219,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.03,1136.99,24,2.4,0.27,1163.66
3,4290,efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.04,945.61,24,2.4,0.27,972.28
1,4436,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,120.01,533.4,12,1.2,0.13,546.73
